学生1,学生2
21,84
85,22
8,116
85,42
5,6
21,84
97,21
9,5
85,22
117,6
9,21
9,97
9,6
97,117
115,84
117,5
84,6
117,21
5,6
5,115
9,5
85,22
9,21
9,115
21,115
9,6
117,65
8,65
117,5
97,65
65,84
9,5
9,84
117,6
9,21
21,115
65,5
5,84
9,6
84,6
117,21
5,115
9,5
85,22
7,53
9,21
9,115
65,115
21,115
65,5
5,84
9,6
8,65
6,42
13,42
85,38
5,38
115,42
8,115
7,53
85,73
38,42
20,13
21,115
52,22
18,73
85,21
9,6
9,38
8,84
8,65
115,84
6,38
18,115
84,6
18,6
8,42
35,65
35,5
18,35
52,22
117,89
85,21
8,5
35,13
9,38
35,21
84,38
13,38
117,84
8,84
117,65
8,65
115,84
35,6
84,6
52,53
18,53
52,6
53,84
5,38
7,74
117,6
53,22
85,52
89,115
53,38
18,65
65,38
85,74
35,89
52,35
9,115
52,84
18,97
85,21
7,117
89,84
74,38
97,117
52,42
18,117
35,22
52,53
65,42
9,42
7,6
18,53
9,89
21,38
53,38
18,35
52,35
52,9
9,115
9,117
9,6
7,9
35,21
7,38
117,65
35,117
34,35
18,38
52,53
34,52
42,22
35,73
53,84
9,5
18,42
117,22
9,116
85,52
53,38
116,6
38,42
18,35
35,42
9,97
8,21
52,35
52,116
34,8
9,6
34,53
8,84
73,22
52,53
18,53
9,116
116,6
38,42
89,116
18,35
52,35
21,115
52,74
9,117
89,38
9,38
74,38
6,38
89,5
7,6
18,53
7,22
9,84
9,22
18,42
9,89
115,22
53,38
9,21
38,42
18,35
52,35
85,21
7,9
74,42
73,115
18,38
52,53
65,22
7,6
18,53
97,8
53,84
9,84
13,74
18,8
85,52
21,38
84,22
85,74
9,21
18,35
89,22
7,18
7,9
74,42
8,84
9,53
52,53
73,38
18,53
7,22
13,74
53,22
115,22
85,52
18,35
5,74
52,35
53,115
9,38
74,38
18,115
7,8
18,38
52,53
18,53
52,38
7,22
5,38
116,38
115,42
9,84
9,22
18,8
117,6
9,116
53,22
9,35
85,52
38,42
7,52
18,35
52,9
9,115
65,115
9,38
13,38
9,53
8,65
52,38
53,84
7,22
9,116
9,89
85,52
89,74
35,5
5,74
74,22
52,35
9,115
7,9
35,74
18,53
52,6
9,35
85,52
7,52
18,35
52,35
53,115
9,38
7,9
74,42
85,9
7,8
18,38
7,6
18,53
89,73
7,22
9,74
13,74
53,22
9,35
18,22
6,74
7,52
18,35
53,6
5,74
9,117
7,73
9,38
7,9
117,74
9,73
8,84
8,65
85,9
35,22
9,42
18,53
34,38
85,52
6,74
38,42
7,52
18,35
35,42
52,9
7,18
18,84
7,117
89,38
7,73
7,9
9,53
7,8
7,22
9,89
85,52
89,74
85,115
18,35
5,74
116,74
52,9
85,21
9,38
7,9
34,22
7,38
8,84
8,65
7,115
7,8
18,53
7,22
9,5
9,84
9,22
8,42
9,35
18,21
9,21
7,52
18,35
8,21
52,35
52,9
7,18
73,5
5,22
18,38
52,53
7,6
18,53
52,89
7,22
9,5
9,84
85,52
6,74
53,38
18,35
52,35
52,9
18,5
9,6
89,84
5,22
7,38
117,74
52,53
97,8
53,84
9,5
9,84
18,8
9,89
34,38
85,52
35,115
73,21
53,38
34,73
85,74
34,115
7,52
52,9
9,117
85,21
74,38
7,38
74,42
8,84
9,53
52,53
9,42
7,6
52,6
9,74
18,42
18,8
9,89
6,74
9,21
7,52
18,35
53,6
7,18
8,22
73,5
85,21
7,9
8,84
9,53
84,6
52,53
53,84
7,22
53,42
18,42
9,35
85,52
18,22
18,65
18,9
7,52
9,97
52,35
7,73
7,9
35,73
7,22
46,35
9,89
85,52
46,53
18,35
89,22
52,35
52,9
65,5
5,21
7,117
9,38
13,38
9,53
46,9
6,38
18,53
89,73
115,42
34,42
9,22
18,42
9,35
9,21
65,115
7,9
97,21
18,53
85,52
73,21
18,35
52,35
52,116
46,116
18,5
52,18
35,21
53,84
53,42
18,42
9,89
9,35
85,52
117,42
6,74
9,21
46,42
18,35
35,42
8,21
5,74
52,9
34,8
8,22
73,5
5,84
18,84
85,21
9,73
9,53
73,74
73,38
9,42
52,38
97,8
9,5
115,38
9,22
117,22
9,35
46,53
84,22
39,38
35,42
52,35
9,53
8,65
34,52
52,6
53,84
7,22
6,22
115,42
46,52
18,8
85,52
35,115
9,39
7,18
34,8
8,22
18,84
7,73
85,9
46,9
7,8
34,35
34,52
18,53
52,38
7,22
85,52
18,35
74,22
7,73
9,38
7,9
7,38
74,42
8,84
8,65
85,9
46,9
73,74
18,38
18,53
7,22
46,35
9,116
9,35
85,52
7,52
18,35
9,115
18,5
9,38
7,38
9,53
46,9
73,6
52,6
18,8
9,35
18,35
8,21
52,35
52,9
46,6
46,18
9,53
8,65
46,9
42,22
18,53
52,38
7,22
46,35
18,42
38,42
46,42
18,35
52,35
5,21
7,38
38,22
35,22
21,22
7,22
46,52
46,35
9,35
18,22
18,35
52,35
7,18
52,22
7,9
9,53
13,42
65,42
7,6
52,6
117,39
9,35
21,38
85,13
7,35
18,35
52,35
52,9
9,117
9,38
7,38
9,14
73,6
9,84
18,42
18,8
9,116
18,21
35,115
85,115
9,21
18,35
35,42
8,21
21,115
7,9
8,84
9,53
7,6
52,6
9,35
35,42
53,6
52,35
52,9
5,21
7,9
34,35
18,53
52,6
9,5
46,35
34,18
9,35
85,52
117,115
9,21
34,115
9,115
18,5
85,21
7,9
7,6
52,6
46,35
8,42
9,35
85,52
9,39
7,84
52,35
85,21
52,18
7,9
8,84
9,53
85,9
9,8
18,38
7,6
7,22
115,38
9,22
18,8
35,115
18,22
53,6
52,35
46,6
85,21
7,38
8,84
8,65
38,22
39,22
18,115
18,38
7,6
18,42
53,5
34,18
89,115
35,42
89,22
52,35
46,6
7,73
5,22
7,38
9,84
9,22
46,115
117,115
34,9
18,5
35,21
